,CASEOID,ACTIVITYOID,TIMESTAMP,Variant,Variant index,CASE_ID,Activity
5417,2825,1,2011-10-18 16:55:34,Variant 5,5,2825,1
5418,2825,1,2011-10-18 16:58:39,Variant 5,5,2825,1
5419,2825,8,2011-11-02 17:54:23,Variant 5,5,2825,8
5420,2825,6,2011-11-08 17:53:47,Variant 5,5,2825,6
5421,2827,1,2011-07-22 17:47:02,Variant 1,1,2827,1
5422,2827,8,2011-07-25 21:38:21,Variant 1,1,2827,8
5423,2827,6,2011-08-25 21:14:19,Variant 1,1,2827,6
5424,2830,1,2012-03-12 19:57:31,Variant 1,1,2830,1
5425,2830,8,2012-03-12 20:23:53,Variant 1,1,2830,8
5426,2830,6,2012-03-14 19:49:24,Variant 1,1,2830,6
5427,2831,1,2012-02-29 01:03:49,Variant 1,1,2831,1
5428,2831,8,2012-02-29 02:16:36,Variant 1,1,2831,8
5429,2831,6,2012-02-29 02:20:30,Variant 1,1,2831,6
5430,2832,1,2011-11-10 00:55:24,Variant 1,1,2832,1
5431,2832,8,2011-11-10 00:55:38,Variant 1,1,2832,8
5432,2832,6,2011-11-11 18:32:43,Variant 1,1,2832,6
5433,2833,1,2012-04-02 20:49:53,Variant 2,2,2833,1
5434,2833,8,2012-04-02 22:32:57,Variant 2,2,2833,8
5435,2833,9,2012-04-04 20:44:51,Variant 2,2,2833,9
5436,2833,6,2012-04-13 21:38:24,Variant 2,2,2833,6
5437,2836,1,2012-02-09 22:16:45,Variant 1,1,2836,1
5438,2836,8,2012-02-09 22:16:53,Variant 1,1,2836,8
5439,2836,6,2012-02-09 22:28:05,Variant 1,1,2836,6
5440,2837,1,2011-11-19 00:56:31,Variant 1,1,2837,1
5441,2837,8,2011-11-21 20:04:41,Variant 1,1,2837,8
5442,2837,6,2011-11-21 20:20:17,Variant 1,1,2837,6
5443,2840,1,2012-05-14 16:44:51,Variant 1,1,2840,1
5444,2840,8,2012-05-14 18:02:23,Variant 1,1,2840,8
5445,2840,6,2012-05-14 21:28:15,Variant 1,1,2840,6
5446,2841,1,2012-02-24 23:03:12,Variant 6,6,2841,1
5447,2841,8,2012-03-05 17:32:34,Variant 6,6,2841,8
5448,2841,6,2012-03-08 23:35:44,Variant 6,6,2841,6
5449,2841,6,2012-03-08 23:35:44,Variant 6,6,2841,6
5450,2842,1,2011-11-15 23:05:19,Variant 1,1,2842,1
5451,2842,8,2011-11-15 23:05:28,Variant 1,1,2842,8
5452,2842,6,2011-11-30 01:22:57,Variant 1,1,2842,6
5453,2843,1,2011-02-02 00:35:30,Variant 1,1,2843,1
5454,2843,8,2011-02-05 00:14:13,Variant 1,1,2843,8
5455,2843,6,2011-02-05 00:15:36,Variant 1,1,2843,6
5456,2844,1,2012-04-16 23:33:23,Variant 1,1,2844,1
5457,2844,8,2012-04-16 23:33:30,Variant 1,1,2844,8
5458,2844,6,2012-04-17 22:15:17,Variant 1,1,2844,6
5459,2850,1,2011-02-05 00:57:48,Variant 1,1,2850,1
5460,2850,8,2011-02-05 01:24:24,Variant 1,1,2850,8
5461,2850,6,2011-02-05 01:25:36,Variant 1,1,2850,6
5462,2852,1,2011-12-28 01:58:57,Variant 4,4,2852,1
5463,2852,6,2011-12-30 01:13:14,Variant 4,4,2852,6
5464,2853,1,2011-06-27 20:28:23,Variant 27,27,2853,1
5465,2853,1,2011-06-27 20:28:42,Variant 27,27,2853,1
5466,2853,1,2011-06-30 21:18:57,Variant 27,27,2853,1
5467,2853,8,2011-06-30 22:18:24,Variant 27,27,2853,8
5468,2853,9,2011-07-11 17:09:16,Variant 27,27,2853,9
5469,2853,6,2011-07-18 17:32:55,Variant 27,27,2853,6
5470,2855,1,2011-01-05 20:26:05,Variant 1,1,2855,1
5471,2855,8,2011-01-06 00:00:59,Variant 1,1,2855,8
5472,2855,6,2011-01-06 00:01:05,Variant 1,1,2855,6
5473,2856,1,2011-01-27 00:00:31,Variant 1,1,2856,1
5474,2856,8,2011-01-27 00:00:51,Variant 1,1,2856,8
5475,2856,6,2011-01-28 01:17:11,Variant 1,1,2856,6
5476,2859,1,2011-10-31 18:49:21,Variant 1,1,2859,1
5477,2859,8,2011-11-01 00:22:16,Variant 1,1,2859,8
5478,2859,6,2011-11-03 19:05:13,Variant 1,1,2859,6
5479,2861,1,2011-06-24 23:38:47,Variant 3,3,2861,1
5480,2861,8,2011-06-29 16:18:29,Variant 3,3,2861,8
5481,2861,9,2011-06-29 16:25:56,Variant 3,3,2861,9
5482,2861,8,2011-07-05 23:26:19,Variant 3,3,2861,8
5483,2861,6,2011-07-11 20:42:56,Variant 3,3,2861,6
5484,2864,1,2011-01-10 19:55:39,Variant 1,1,2864,1
5485,2864,8,2011-01-18 01:19:26,Variant 1,1,2864,8
5486,2864,6,2011-01-24 21:05:32,Variant 1,1,2864,6
5487,2867,1,2011-06-07 20:51:20,Variant 15,15,2867,1
5488,2867,8,2011-06-07 20:51:31,Variant 15,15,2867,8
5489,2867,9,2011-06-15 18:37:31,Variant 15,15,2867,9
5490,2867,9,2011-06-17 21:43:33,Variant 15,15,2867,9
5491,2867,8,2011-06-28 21:19:42,Variant 15,15,2867,8
5492,2867,6,2011-07-05 17:51:59,Variant 15,15,2867,6
5493,2868,1,2011-07-14 18:42:00,Variant 4,4,2868,1
5494,2868,6,2011-07-14 20:23:47,Variant 4,4,2868,6
5495,2869,1,2011-06-14 21:14:44,Variant 3,3,2869,1
5496,2869,8,2011-07-07 18:46:13,Variant 3,3,2869,8
5497,2869,9,2011-07-08 22:07:29,Variant 3,3,2869,9
5498,2869,8,2011-07-11 22:01:17,Variant 3,3,2869,8
5499,2869,6,2011-07-11 22:02:01,Variant 3,3,2869,6
5500,2870,1,2012-01-20 23:06:27,Variant 1,1,2870,1
5501,2870,8,2012-01-20 23:07:49,Variant 1,1,2870,8
5502,2870,6,2012-01-27 21:16:34,Variant 1,1,2870,6
5503,2876,1,2012-05-23 16:58:58,Variant 1,1,2876,1
5504,2876,8,2012-05-23 20:18:26,Variant 1,1,2876,8
5505,2876,6,2012-05-23 22:20:45,Variant 1,1,2876,6
5506,2878,1,2011-01-11 18:50:51,Variant 1,1,2878,1
5507,2878,8,2011-01-13 22:03:52,Variant 1,1,2878,8
5508,2878,6,2011-01-13 22:14:52,Variant 1,1,2878,6
5509,2879,1,2011-11-21 18:38:27,Variant 1,1,2879,1
5510,2879,8,2011-11-21 20:15:42,Variant 1,1,2879,8
5511,2879,6,2011-11-22 01:20:11,Variant 1,1,2879,6
5512,2880,1,2012-06-21 21:18:05,Variant 1,1,2880,1
5513,2880,8,2012-06-21 21:18:15,Variant 1,1,2880,8
5514,2880,6,2012-06-25 22:08:36,Variant 1,1,2880,6
5515,2882,1,2011-07-01 18:01:39,Variant 1,1,2882,1
5516,2882,8,2011-07-04 19:06:39,Variant 1,1,2882,8
5517,2882,6,2011-07-05 20:33:04,Variant 1,1,2882,6
5518,2883,1,2012-04-26 20:49:14,Variant 1,1,2883,1
5519,2883,8,2012-04-26 20:49:25,Variant 1,1,2883,8
5520,2883,6,2012-04-27 17:54:09,Variant 1,1,2883,6
5521,2884,1,2011-06-08 21:37:06,Variant 1,1,2884,1
5522,2884,8,2011-06-08 21:39:11,Variant 1,1,2884,8
5523,2884,6,2011-06-09 17:20:42,Variant 1,1,2884,6
5524,2885,1,2012-04-02 20:45:00,Variant 1,1,2885,1
5525,2885,8,2012-04-02 21:26:49,Variant 1,1,2885,8
5526,2885,6,2012-04-10 21:58:46,Variant 1,1,2885,6
5527,2886,1,2012-05-16 16:26:31,Variant 1,1,2886,1
5528,2886,8,2012-05-16 21:56:29,Variant 1,1,2886,8
5529,2886,6,2012-05-16 23:07:54,Variant 1,1,2886,6
5530,2887,1,2011-03-11 18:55:19,Variant 18,18,2887,1
5531,2887,8,2011-03-11 18:56:04,Variant 18,18,2887,8
5532,2887,9,2011-04-07 22:51:29,Variant 18,18,2887,9
5533,2887,9,2011-04-18 21:46:39,Variant 18,18,2887,9
5534,2887,6,2011-04-21 17:29:12,Variant 18,18,2887,6
5535,2890,1,2011-04-07 16:09:00,Variant 1,1,2890,1
5536,2890,8,2011-04-07 16:10:18,Variant 1,1,2890,8
5537,2890,6,2011-04-21 18:25:01,Variant 1,1,2890,6
5538,2893,1,2011-11-16 18:22:21,Variant 1,1,2893,1
5539,2893,8,2011-11-16 18:22:29,Variant 1,1,2893,8
5540,2893,6,2011-11-16 19:48:57,Variant 1,1,2893,6
5541,2894,1,2011-04-01 22:37:48,Variant 3,3,2894,1
5542,2894,8,2011-04-01 22:38:13,Variant 3,3,2894,8
5543,2894,9,2011-04-07 23:44:34,Variant 3,3,2894,9
5544,2894,8,2011-04-20 23:59:00,Variant 3,3,2894,8
5545,2894,6,2011-04-20 23:59:26,Variant 3,3,2894,6
5546,2895,1,2011-05-02 15:48:53,Variant 1,1,2895,1
5547,2895,8,2011-05-02 15:51:13,Variant 1,1,2895,8
5548,2895,6,2011-05-02 18:22:19,Variant 1,1,2895,6
5549,2896,1,2011-04-27 21:02:00,Variant 1,1,2896,1
5550,2896,8,2011-05-05 17:20:13,Variant 1,1,2896,8
5551,2896,6,2011-05-05 17:32:49,Variant 1,1,2896,6
5552,2898,1,2012-05-23 16:27:55,Variant 8,8,2898,1
5553,2898,8,2012-05-24 23:17:27,Variant 8,8,2898,8
5554,2898,6,2012-05-24 23:40:03,Variant 8,8,2898,6
5555,2898,8,2012-05-28 16:26:53,Variant 8,8,2898,8
5556,2898,6,2012-06-01 15:27:25,Variant 8,8,2898,6
5557,2899,1,2012-06-14 16:21:01,Variant 1,1,2899,1
5558,2899,8,2012-06-15 15:33:09,Variant 1,1,2899,8
5559,2899,6,2012-06-18 20:21:02,Variant 1,1,2899,6
5560,2900,1,2011-05-02 22:51:39,Variant 1,1,2900,1
5561,2900,8,2011-05-02 22:52:07,Variant 1,1,2900,8
5562,2900,6,2011-05-03 18:35:10,Variant 1,1,2900,6
5563,2902,1,2011-05-06 23:13:05,Variant 1,1,2902,1
5564,2902,8,2011-05-17 23:26:18,Variant 1,1,2902,8
5565,2902,6,2011-05-20 16:30:41,Variant 1,1,2902,6
5566,2903,1,2012-04-19 21:39:21,Variant 1,1,2903,1
5567,2903,8,2012-04-19 21:39:31,Variant 1,1,2903,8
5568,2903,6,2012-04-19 23:22:13,Variant 1,1,2903,6
5569,2904,1,2012-03-30 14:41:55,Variant 25,25,2904,1
5570,2904,8,2012-03-30 14:43:26,Variant 25,25,2904,8
5571,2904,9,2012-03-30 14:49:33,Variant 25,25,2904,9
5572,2904,6,2012-04-16 16:22:20,Variant 25,25,2904,6
5573,2904,6,2012-04-16 16:22:24,Variant 25,25,2904,6
5574,2906,1,2012-04-13 16:23:28,Variant 1,1,2906,1
5575,2906,8,2012-04-13 16:23:47,Variant 1,1,2906,8
5576,2906,6,2012-04-13 19:02:05,Variant 1,1,2906,6
5577,2907,1,2012-06-26 16:10:15,Variant 1,1,2907,1
5578,2907,8,2012-06-26 16:10:42,Variant 1,1,2907,8
5580,2911,1,2012-01-17 18:06:22,Variant 1,1,2911,1
5581,2911,8,2012-01-17 23:12:18,Variant 1,1,2911,8
5582,2911,6,2012-01-26 19:58:28,Variant 1,1,2911,6
5583,2912,1,2011-11-08 18:42:07,Variant 4,4,2912,1
5584,2912,6,2011-11-08 18:44:33,Variant 4,4,2912,6
5585,2913,1,2012-03-21 01:22:54,Variant 1,1,2913,1
5586,2913,8,2012-03-21 01:23:03,Variant 1,1,2913,8
5587,2913,6,2012-03-22 20:25:18,Variant 1,1,2913,6
5588,2914,1,2012-06-12 21:51:48,Variant 4,4,2914,1
5589,2914,6,2012-06-12 22:01:27,Variant 4,4,2914,6
5590,2916,1,2011-09-12 16:13:08,Variant 1,1,2916,1
5591,2916,8,2011-09-14 16:26:49,Variant 1,1,2916,8
5592,2916,6,2011-10-06 16:19:04,Variant 1,1,2916,6
5593,2917,1,2012-02-08 01:27:25,Variant 6,6,2917,1
5594,2917,8,2012-02-08 01:27:39,Variant 6,6,2917,8
5595,2917,6,2012-02-10 01:46:15,Variant 6,6,2917,6
5596,2917,6,2012-02-10 01:46:16,Variant 6,6,2917,6
5597,2919,1,2012-03-02 00:25:44,Variant 4,4,2919,1
5598,2919,6,2012-03-02 00:26:12,Variant 4,4,2919,6
5599,2921,1,2011-12-22 17:28:42,Variant 36,36,2921,1
5600,2921,8,2011-12-22 23:32:46,Variant 36,36,2921,8
5601,2921,9,2011-12-23 00:37:55,Variant 36,36,2921,9
5602,2921,8,2011-12-29 23:18:29,Variant 36,36,2921,8
5603,2921,6,2011-12-30 23:20:10,Variant 36,36,2921,6
5604,2921,6,2011-12-30 23:20:12,Variant 36,36,2921,6
5605,2923,1,2011-06-13 22:07:00,Variant 1,1,2923,1
5606,2923,8,2011-06-13 22:07:17,Variant 1,1,2923,8
5607,2923,6,2011-06-14 21:45:41,Variant 1,1,2923,6
5608,2924,1,2011-05-18 22:50:17,Variant 5,5,2924,1
5609,2924,1,2011-05-18 22:52:31,Variant 5,5,2924,1
5610,2924,8,2011-05-18 22:55:07,Variant 5,5,2924,8
5611,2924,6,2011-05-19 15:24:35,Variant 5,5,2924,6
5612,2926,1,2011-04-01 16:05:07,Variant 1,1,2926,1
5613,2926,8,2011-04-01 21:45:36,Variant 1,1,2926,8
5614,2926,6,2011-04-01 21:46:07,Variant 1,1,2926,6
5615,2927,1,2011-03-02 17:31:52,Variant 20,20,2927,1
5616,2927,8,2011-03-02 17:32:53,Variant 20,20,2927,8
5617,2927,6,2011-03-05 01:45:45,Variant 20,20,2927,6
5618,2927,8,2011-03-05 01:59:30,Variant 20,20,2927,8
5619,2927,9,2011-03-09 00:19:40,Variant 20,20,2927,9
5620,2927,8,2011-03-11 20:44:20,Variant 20,20,2927,8
5621,2927,6,2011-03-11 20:44:40,Variant 20,20,2927,6
5622,2929,1,2012-01-16 20:47:05,Variant 1,1,2929,1
5623,2929,8,2012-01-19 01:03:42,Variant 1,1,2929,8
5624,2929,6,2012-01-23 20:31:52,Variant 1,1,2929,6
5625,2930,1,2012-05-28 15:05:35,Variant 1,1,2930,1
5626,2930,8,2012-05-29 18:31:45,Variant 1,1,2930,8
5627,2930,6,2012-05-30 17:43:35,Variant 1,1,2930,6
5628,2935,1,2011-05-17 20:47:51,Variant 1,1,2935,1
5629,2935,8,2011-05-17 20:48:18,Variant 1,1,2935,8
5630,2935,6,2011-05-17 20:55:27,Variant 1,1,2935,6
5631,2936,1,2011-02-16 19:42:58,Variant 21,21,2936,1
5632,2936,8,2011-02-16 23:51:42,Variant 21,21,2936,8
5633,2936,9,2011-02-17 00:00:26,Variant 21,21,2936,9
5634,2936,8,2011-03-02 18:21:59,Variant 21,21,2936,8
5635,2936,6,2011-03-02 18:22:09,Variant 21,21,2936,6
5636,2936,8,2011-03-02 18:25:13,Variant 21,21,2936,8
5637,2936,6,2011-03-02 18:25:20,Variant 21,21,2936,6
5638,2937,1,2011-01-24 18:11:48,Variant 88,88,2937,1
5639,2937,8,2011-01-24 19:13:51,Variant 88,88,2937,8
5640,2937,2,2011-01-24 19:14:18,Variant 88,88,2937,2
5641,2937,2,2011-01-24 20:19:22,Variant 88,88,2937,2
5642,2937,6,2011-02-14 18:41:50,Variant 88,88,2937,6
5643,2939,1,2012-06-15 21:11:00,Variant 1,1,2939,1
5644,2939,8,2012-06-15 21:11:19,Variant 1,1,2939,8
5645,2939,6,2012-06-15 21:11:58,Variant 1,1,2939,6
5646,2941,1,2011-04-19 23:54:03,Variant 1,1,2941,1
5647,2941,8,2011-04-20 17:10:50,Variant 1,1,2941,8
5648,2941,6,2011-04-26 16:51:58,Variant 1,1,2941,6
5649,2942,1,2011-05-27 15:16:54,Variant 1,1,2942,1
5650,2942,8,2011-05-27 15:17:24,Variant 1,1,2942,8
5651,2942,6,2011-05-27 22:47:59,Variant 1,1,2942,6
5652,2943,1,2011-01-11 00:42:49,Variant 5,5,2943,1
5653,2943,1,2011-01-18 00:20:58,Variant 5,5,2943,1
5654,2943,8,2011-01-18 00:21:04,Variant 5,5,2943,8
5655,2943,6,2011-01-27 00:41:16,Variant 5,5,2943,6
5656,2944,1,2011-05-26 20:16:35,Variant 3,3,2944,1
5657,2944,8,2011-05-26 20:17:21,Variant 3,3,2944,8
5658,2944,9,2011-05-27 18:45:22,Variant 3,3,2944,9
5659,2944,8,2011-06-21 15:27:00,Variant 3,3,2944,8
5660,2944,6,2011-06-21 15:27:11,Variant 3,3,2944,6
5661,2945,1,2011-08-16 20:26:37,Variant 28,28,2945,1
5662,2945,9,2011-08-16 21:12:48,Variant 28,28,2945,9
5663,2945,6,2011-08-16 21:18:45,Variant 28,28,2945,6
5664,2946,1,2012-04-19 15:16:59,Variant 2,2,2946,1
5665,2946,8,2012-04-19 21:36:49,Variant 2,2,2946,8
5666,2946,9,2012-04-24 17:40:04,Variant 2,2,2946,9
5667,2946,6,2012-04-27 00:30:44,Variant 2,2,2946,6
5668,2947,1,2011-10-14 22:25:03,Variant 7,7,2947,1
5669,2947,6,2011-10-14 23:19:23,Variant 7,7,2947,6
5670,2947,6,2011-10-14 23:31:15,Variant 7,7,2947,6
5671,2948,1,2011-12-01 22:08:57,Variant 1,1,2948,1
5672,2948,8,2011-12-03 01:18:20,Variant 1,1,2948,8
5673,2948,6,2011-12-09 20:00:58,Variant 1,1,2948,6
5674,2950,1,2011-04-28 21:07:18,Variant 1,1,2950,1
5675,2950,8,2011-04-28 21:10:09,Variant 1,1,2950,8
5676,2950,6,2011-04-28 22:26:29,Variant 1,1,2950,6
5677,2951,1,2011-03-09 19:33:27,Variant 3,3,2951,1
5678,2951,8,2011-03-09 19:35:25,Variant 3,3,2951,8
5679,2951,9,2011-03-09 21:02:32,Variant 3,3,2951,9
5680,2951,8,2011-03-10 22:46:03,Variant 3,3,2951,8
5681,2951,6,2011-03-10 22:46:38,Variant 3,3,2951,6
5682,2952,1,2011-11-17 01:10:11,Variant 2,2,2952,1
5683,2952,8,2011-11-22 20:25:52,Variant 2,2,2952,8
5684,2952,9,2011-11-23 00:41:45,Variant 2,2,2952,9
5685,2952,6,2011-11-24 18:24:59,Variant 2,2,2952,6
5686,2955,3,2011-08-30 21:20:01,Variant 13,13,2955,3
5687,2955,1,2011-08-30 21:21:29,Variant 13,13,2955,1
5688,2955,8,2011-08-30 21:21:42,Variant 13,13,2955,8
5689,2955,6,2011-09-02 15:21:22,Variant 13,13,2955,6
5690,2958,1,2012-04-11 17:29:01,Variant 1,1,2958,1
5691,2958,8,2012-04-11 20:23:16,Variant 1,1,2958,8
5692,2958,6,2012-04-16 20:39:10,Variant 1,1,2958,6
5693,2960,1,2012-03-29 17:29:38,Variant 1,1,2960,1
5694,2960,8,2012-03-29 17:29:47,Variant 1,1,2960,8
5695,2960,6,2012-03-30 16:00:58,Variant 1,1,2960,6
5696,2961,1,2012-06-05 20:21:19,Variant 1,1,2961,1
5697,2961,8,2012-06-06 15:03:09,Variant 1,1,2961,8
5698,2961,6,2012-06-28 00:13:36,Variant 1,1,2961,6
5699,2963,1,2011-09-13 18:34:38,Variant 1,1,2963,1
5700,2963,8,2011-09-13 18:35:02,Variant 1,1,2963,8
5701,2963,6,2011-09-14 23:09:21,Variant 1,1,2963,6
5702,2967,1,2011-11-03 02:01:36,Variant 2,2,2967,1
5703,2967,8,2011-11-03 02:06:35,Variant 2,2,2967,8
5704,2967,9,2011-11-03 02:23:23,Variant 2,2,2967,9
5705,2967,6,2011-11-03 18:22:55,Variant 2,2,2967,6
5706,2969,1,2012-03-05 23:00:59,Variant 1,1,2969,1
5707,2969,8,2012-03-05 23:07:25,Variant 1,1,2969,8
5708,2969,6,2012-03-07 01:51:28,Variant 1,1,2969,6
5709,2972,1,2011-10-19 17:25:30,Variant 5,5,2972,1
5710,2972,1,2011-10-19 17:27:57,Variant 5,5,2972,1
5711,2972,8,2011-10-19 17:46:08,Variant 5,5,2972,8
5712,2972,6,2011-10-19 19:22:01,Variant 5,5,2972,6
5713,2973,1,2012-05-30 22:23:13,Variant 1,1,2973,1
5714,2973,8,2012-05-30 22:23:30,Variant 1,1,2973,8
5715,2973,6,2012-05-31 16:02:14,Variant 1,1,2973,6
5716,2974,1,2012-02-08 20:25:52,Variant 1,1,2974,1
5717,2974,8,2012-02-08 20:25:59,Variant 1,1,2974,8
5718,2974,6,2012-02-09 18:10:23,Variant 1,1,2974,6
5719,2977,1,2012-05-10 16:27:27,Variant 1,1,2977,1
5720,2977,8,2012-05-10 16:27:36,Variant 1,1,2977,8
5721,2977,6,2012-05-10 17:07:22,Variant 1,1,2977,6
5722,2978,1,2012-04-11 17:07:00,Variant 2,2,2978,1
5723,2978,8,2012-04-11 20:21:13,Variant 2,2,2978,8
5724,2978,9,2012-04-16 15:23:40,Variant 2,2,2978,9
5725,2978,6,2012-04-16 20:54:21,Variant 2,2,2978,6
5726,2982,1,2011-12-16 17:22:54,Variant 7,7,2982,1
5727,2982,6,2011-12-22 00:22:35,Variant 7,7,2982,6
5728,2982,6,2011-12-22 00:22:35,Variant 7,7,2982,6
5729,2985,1,2012-06-28 17:52:55,Variant 89,89,2985,1
5730,2985,8,2012-06-28 18:55:15,Variant 89,89,2985,8
5734,2986,1,2012-05-10 16:22:42,Variant 1,1,2986,1
5735,2986,8,2012-05-10 16:22:50,Variant 1,1,2986,8
5736,2986,6,2012-05-10 16:59:37,Variant 1,1,2986,6
5737,2987,1,2012-03-26 23:59:53,Variant 1,1,2987,1
5738,2987,8,2012-03-27 00:00:03,Variant 1,1,2987,8
5739,2987,6,2012-03-29 15:31:26,Variant 1,1,2987,6
5740,2990,1,2011-10-04 21:00:33,Variant 1,1,2990,1
5741,2990,8,2011-10-07 22:38:02,Variant 1,1,2990,8
5742,2990,6,2011-10-13 17:46:22,Variant 1,1,2990,6
5743,2991,1,2011-02-24 23:04:03,Variant 1,1,2991,1
5744,2991,8,2011-02-24 23:04:29,Variant 1,1,2991,8
5745,2991,6,2011-02-25 01:28:39,Variant 1,1,2991,6
5746,2994,1,2011-07-13 00:20:06,Variant 4,4,2994,1
5747,2994,6,2011-07-13 05:57:12,Variant 4,4,2994,6
5748,2997,1,2011-10-17 17:38:04,Variant 1,1,2997,1
5749,2997,8,2011-10-18 16:45:50,Variant 1,1,2997,8
5750,2997,6,2011-10-18 23:37:01,Variant 1,1,2997,6
5751,2998,1,2011-12-19 18:39:15,Variant 1,1,2998,1
5752,2998,8,2011-12-21 00:17:30,Variant 1,1,2998,8
5753,2998,6,2012-01-11 22:54:57,Variant 1,1,2998,6
5754,3000,1,2011-05-10 18:45:07,Variant 1,1,3000,1
5755,3000,8,2011-05-10 18:45:18,Variant 1,1,3000,8
5756,3000,6,2011-05-10 20:26:23,Variant 1,1,3000,6
5757,3003,1,2011-06-10 18:22:58,Variant 1,1,3003,1
5758,3003,8,2011-06-10 18:24:53,Variant 1,1,3003,8
5759,3003,6,2011-06-10 18:25:31,Variant 1,1,3003,6
5760,3005,1,2011-02-24 18:05:26,Variant 1,1,3005,1
5761,3005,8,2011-02-25 22:23:49,Variant 1,1,3005,8
5762,3005,6,2011-03-14 20:00:16,Variant 1,1,3005,6
5763,3006,1,2011-01-27 23:36:16,Variant 1,1,3006,1
5764,3006,8,2011-02-15 19:54:16,Variant 1,1,3006,8
5765,3006,6,2011-02-15 19:54:22,Variant 1,1,3006,6
5766,3007,1,2012-05-08 15:05:05,Variant 7,7,3007,1
5767,3007,6,2012-05-08 15:20:30,Variant 7,7,3007,6
5768,3007,6,2012-05-08 15:20:30,Variant 7,7,3007,6
5769,3011,8,2011-12-16 18:12:13,Variant 90,90,3011,8
5770,3011,9,2011-12-17 00:19:46,Variant 90,90,3011,9
5771,3011,9,2011-12-17 00:19:46,Variant 90,90,3011,9
5772,3011,6,2012-01-05 17:48:26,Variant 90,90,3011,6
5773,3014,1,2011-10-27 15:44:43,Variant 7,7,3014,1
5774,3014,6,2011-10-27 16:12:15,Variant 7,7,3014,6
5775,3014,6,2011-10-27 16:12:16,Variant 7,7,3014,6
5776,3017,1,2012-06-05 18:05:11,Variant 1,1,3017,1
5777,3017,8,2012-06-05 18:31:47,Variant 1,1,3017,8
5778,3017,6,2012-06-05 23:11:07,Variant 1,1,3017,6
5779,3018,1,2011-10-24 18:02:39,Variant 2,2,3018,1
5780,3018,8,2011-10-27 20:51:30,Variant 2,2,3018,8
5781,3018,9,2011-11-08 18:33:34,Variant 2,2,3018,9
5782,3018,6,2011-11-08 18:45:40,Variant 2,2,3018,6
5783,3019,1,2012-02-06 17:36:59,Variant 1,1,3019,1
5784,3019,8,2012-02-06 17:45:50,Variant 1,1,3019,8
5785,3019,6,2012-02-06 17:49:19,Variant 1,1,3019,6
5786,3020,1,2012-04-06 15:25:39,Variant 1,1,3020,1
5787,3020,8,2012-04-06 15:25:54,Variant 1,1,3020,8
5788,3020,6,2012-04-06 16:05:32,Variant 1,1,3020,6
5789,3022,8,2011-11-08 19:42:25,Variant 17,17,3022,8
5790,3022,9,2011-11-14 18:43:44,Variant 17,17,3022,9
5791,3022,6,2011-11-23 19:28:45,Variant 17,17,3022,6
5792,3023,1,2012-02-25 01:44:18,Variant 1,1,3023,1
5793,3023,8,2012-03-05 20:28:44,Variant 1,1,3023,8
5794,3023,6,2012-03-05 20:55:26,Variant 1,1,3023,6
5795,3026,1,2011-10-27 22:09:16,Variant 4,4,3026,1
5796,3026,6,2011-11-03 00:21:41,Variant 4,4,3026,6
5797,3028,1,2012-03-22 20:24:21,Variant 23,23,3028,1
5798,3028,8,2012-03-22 22:12:04,Variant 23,23,3028,8
5799,3028,8,2012-03-22 22:32:43,Variant 23,23,3028,8
5800,3028,9,2012-04-02 17:30:50,Variant 23,23,3028,9
5801,3028,8,2012-04-06 18:38:16,Variant 23,23,3028,8
5802,3028,6,2012-04-06 18:38:35,Variant 23,23,3028,6
5803,3029,1,2011-10-13 21:54:04,Variant 1,1,3029,1
5804,3029,8,2011-10-14 22:44:15,Variant 1,1,3029,8
5805,3029,6,2011-10-14 23:26:53,Variant 1,1,3029,6
5806,3032,1,2011-10-12 17:00:38,Variant 1,1,3032,1
5807,3032,8,2011-10-12 21:28:07,Variant 1,1,3032,8
5808,3032,6,2011-10-12 21:49:19,Variant 1,1,3032,6
5809,3033,1,2011-06-21 16:44:10,Variant 5,5,3033,1
5810,3033,1,2011-06-21 16:44:27,Variant 5,5,3033,1
5811,3033,8,2011-07-07 15:57:39,Variant 5,5,3033,8
5812,3033,6,2011-07-07 15:59:42,Variant 5,5,3033,6
5813,3036,1,2011-05-19 21:12:29,Variant 8,8,3036,1
5814,3036,8,2011-05-20 15:55:55,Variant 8,8,3036,8
5815,3036,6,2011-05-20 17:34:49,Variant 8,8,3036,6
5816,3036,8,2011-05-23 23:02:42,Variant 8,8,3036,8
5817,3036,6,2011-06-08 22:07:53,Variant 8,8,3036,6
5818,3039,1,2011-06-20 21:18:42,Variant 1,1,3039,1
5819,3039,8,2011-06-22 21:35:23,Variant 1,1,3039,8
5820,3039,6,2011-06-28 20:43:09,Variant 1,1,3039,6
5821,3040,1,2011-12-02 22:10:48,Variant 6,6,3040,1
5822,3040,8,2011-12-09 22:53:14,Variant 6,6,3040,8
5823,3040,6,2011-12-12 22:42:41,Variant 6,6,3040,6
5824,3040,6,2011-12-12 22:42:41,Variant 6,6,3040,6
5825,3042,1,2011-09-23 18:11:24,Variant 1,1,3042,1
5826,3042,8,2011-09-26 15:27:43,Variant 1,1,3042,8
5827,3042,6,2011-09-29 23:09:30,Variant 1,1,3042,6
5828,3045,1,2011-11-09 19:09:58,Variant 1,1,3045,1
5829,3045,8,2011-11-10 01:31:15,Variant 1,1,3045,8
5830,3045,6,2011-11-10 20:51:53,Variant 1,1,3045,6
