CASEOID,ACTIVITYOID,TIMESTAMP,Variant,Variant index
2213,9,2011/03/04 23:48:00.000,Variant 3,3
2213,8,2011/03/11 19:03:26.000,Variant 3,3
2213,6,2011/03/11 19:03:53.000,Variant 3,3
2216,1,2011/11/26 00:20:40.000,Variant 2,2
2216,8,2011/12/01 17:34:50.000,Variant 2,2
2216,9,2011/12/09 20:54:53.000,Variant 2,2
2216,6,2011/12/15 00:51:20.000,Variant 2,2
2217,1,2011/04/19 20:31:55.000,Variant 2,2
2217,8,2011/04/26 16:16:17.000,Variant 2,2
2217,9,2011/04/26 16:38:47.000,Variant 2,2
2217,6,2011/04/26 20:57:25.000,Variant 2,2
2218,1,2011/04/18 18:50:49.000,Variant 1,1
2218,8,2011/04/20 20:57:29.000,Variant 1,1
2218,6,2011/04/20 20:57:36.000,Variant 1,1
2224,1,2012/02/13 17:38:59.000,Variant 1,1
2224,8,2012/02/13 17:39:33.000,Variant 1,1
2224,6,2012/02/13 23:10:02.000,Variant 1,1
2225,1,2012/06/20 23:16:29.000,Variant 5,5
2225,1,2012/06/20 23:16:42.000,Variant 5,5
2225,8,2012/06/20 23:40:18.000,Variant 5,5
2225,6,2012/06/21 00:00:19.000,Variant 5,5
2226,1,2012/04/03 22:48:43.000,Variant 1,1
2226,8,2012/04/04 22:04:21.000,Variant 1,1
2226,6,2012/04/05 18:48:18.000,Variant 1,1
2230,1,2011/11/28 23:08:58.000,Variant 1,1
2230,8,2011/12/01 00:25:19.000,Variant 1,1
2230,6,2011/12/14 23:18:03.000,Variant 1,1
2231,1,2011/05/27 23:21:12.000,Variant 8,8
2231,8,2011/05/27 23:21:39.000,Variant 8,8
2231,6,2011/05/30 15:33:27.000,Variant 8,8
2231,8,2011/05/30 16:41:53.000,Variant 8,8
2231,6,2011/05/30 17:08:44.000,Variant 8,8
2234,1,2011/12/30 17:56:55.000,Variant 1,1
2234,8,2012/01/02 17:41:05.000,Variant 1,1
2234,6,2012/01/02 18:28:53.000,Variant 1,1
2238,1,2011/07/29 21:04:45.000,Variant 7,7
2238,6,2011/08/03 16:39:07.000,Variant 7,7
2238,6,2011/08/03 16:39:07.000,Variant 7,7
2241,1,2012/06/26 21:14:17.000,Variant 2,2
2241,8,2012/06/26 21:14:26.000,Variant 2,2
2241,9,2012/06/28 22:03:07.000,Variant 2,2
2241,6,2012/07/10 23:38:20.000,Variant 2,2
2242,1,2012/04/23 23:07:23.000,Variant 1,1
2242,8,2012/04/23 23:34:43.000,Variant 1,1
2242,6,2012/04/27 22:29:08.000,Variant 1,1
2244,1,2012/03/12 19:47:50.000,Variant 2,2
2244,8,2012/04/05 22:44:07.000,Variant 2,2
2244,9,2012/04/05 23:16:21.000,Variant 2,2
2244,6,2012/04/19 15:23:32.000,Variant 2,2
2246,1,2011/09/08 15:42:42.000,Variant 1,1
2246,8,2011/09/08 15:44:47.000,Variant 1,1
2246,6,2011/09/09 20:28:45.000,Variant 1,1
2247,1,2012/02/08 19:57:39.000,Variant 1,1
2247,8,2012/02/08 19:58:09.000,Variant 1,1
2247,6,2012/02/08 22:15:32.000,Variant 1,1
2248,1,2011/12/22 01:16:13.000,Variant 6,6
2248,8,2011/12/27 18:04:07.000,Variant 6,6
2248,6,2011/12/28 18:24:38.000,Variant 6,6
2248,6,2011/12/28 18:24:38.000,Variant 6,6
2251,1,2011/09/30 18:02:42.000,Variant 1,1
2251,8,2011/10/07 18:22:17.000,Variant 1,1
2251,6,2011/10/07 18:36:38.000,Variant 1,1
2252,1,2012/01/23 19:59:21.000,Variant 1,1
2252,8,2012/01/23 22:10:18.000,Variant 1,1
2252,6,2012/01/23 22:43:10.000,Variant 1,1
2255,1,2012/01/27 01:27:22.000,Variant 1,1
2255,8,2012/01/27 17:03:08.000,Variant 1,1
2255,6,2012/01/31 22:39:20.000,Variant 1,1
2257,1,2011/11/11 23:59:28.000,Variant 1,1
2257,8,2011/11/14 17:03:20.000,Variant 1,1
2257,6,2011/12/06 01:35:16.000,Variant 1,1
2258,1,2012/06/15 00:01:33.000,Variant 1,1
2258,8,2012/06/15 15:51:02.000,Variant 1,1
2258,6,2012/06/21 16:05:21.000,Variant 1,1
2260,1,2011/09/28 18:02:41.000,Variant 1,1
2260,8,2011/09/28 20:40:32.000,Variant 1,1
2260,6,2011/09/28 22:09:56.000,Variant 1,1
2261,1,2012/01/28 00:25:30.000,Variant 1,1
2261,8,2012/01/28 00:25:46.000,Variant 1,1
2261,6,2012/01/28 00:35:33.000,Variant 1,1
2262,1,2012/01/19 20:18:45.000,Variant 1,1
2262,8,2012/01/19 20:19:00.000,Variant 1,1
2262,6,2012/01/19 20:30:10.000,Variant 1,1
2263,1,2011/03/22 20:02:38.000,Variant 5,5
2263,1,2011/03/22 20:06:02.000,Variant 5,5
2263,8,2011/03/22 20:06:10.000,Variant 5,5
2263,6,2011/03/23 01:44:31.000,Variant 5,5
2264,1,2011/10/04 17:10:13.000,Variant 1,1
2264,8,2011/10/06 15:57:33.000,Variant 1,1
2264,6,2011/10/06 15:59:21.000,Variant 1,1
2265,1,2011/03/30 20:09:42.000,Variant 19,19
2265,1,2011/03/30 21:14:34.000,Variant 19,19
2265,1,2011/03/30 21:14:35.000,Variant 19,19
2265,8,2011/04/08 23:38:33.000,Variant 19,19
2265,6,2011/04/18 19:07:29.000,Variant 19,19
2269,1,2011/03/25 22:40:45.000,Variant 3,3
2269,8,2011/03/25 22:43:04.000,Variant 3,3
2269,9,2011/03/31 17:37:26.000,Variant 3,3
2269,8,2011/03/31 18:21:46.000,Variant 3,3
2269,6,2011/04/13 18:04:03.000,Variant 3,3
2270,1,2011/10/10 21:39:46.000,Variant 4,4
2270,6,2011/10/10 22:07:47.000,Variant 4,4
2273,1,2012/05/10 22:58:37.000,Variant 1,1
2273,8,2012/05/11 15:28:57.000,Variant 1,1
2273,6,2012/05/14 22:35:37.000,Variant 1,1
2274,1,2010/12/17 19:29:53.000,Variant 1,1
2274,8,2011/01/20 20:09:05.000,Variant 1,1
2274,6,2011/01/20 20:14:11.000,Variant 1,1
2275,1,2011/03/14 22:15:57.000,Variant 1,1
2275,8,2011/03/14 22:16:30.000,Variant 1,1
2275,6,2011/03/14 22:41:28.000,Variant 1,1
2276,1,2012/06/13 20:15:11.000,Variant 4,4
2276,6,2012/06/13 20:16:22.000,Variant 4,4
2277,1,2012/02/13 18:45:02.000,Variant 1,1
2277,8,2012/02/13 18:45:33.000,Variant 1,1
2277,6,2012/02/13 19:23:54.000,Variant 1,1
2278,1,2011/09/27 21:05:25.000,Variant 14,14
2278,1,2011/09/28 23:27:46.000,Variant 14,14
2278,6,2011/09/28 23:28:18.000,Variant 14,14
2281,1,2011/06/16 17:08:59.000,Variant 79,79
2281,1,2011/06/16 17:09:21.000,Variant 79,79
2281,1,2011/06/20 16:45:53.000,Variant 79,79
2281,1,2011/06/21 23:46:47.000,Variant 79,79
2281,8,2011/06/21 23:47:13.000,Variant 79,79
2281,9,2011/06/28 17:25:57.000,Variant 79,79
2281,8,2011/06/29 18:26:38.000,Variant 79,79
2281,6,2011/06/29 18:27:32.000,Variant 79,79
2284,1,2011/04/14 23:37:05.000,Variant 5,5
2284,1,2011/04/14 23:37:25.000,Variant 5,5
2284,8,2011/04/15 18:43:34.000,Variant 5,5
2284,6,2011/04/15 18:48:10.000,Variant 5,5
2286,1,2012/01/18 17:08:50.000,Variant 1,1
2286,8,2012/01/18 22:32:50.000,Variant 1,1
2286,6,2012/01/19 00:29:09.000,Variant 1,1
2287,1,2011/05/16 21:00:46.000,Variant 12,12
2287,8,2011/05/16 21:01:03.000,Variant 12,12
2287,9,2011/05/17 15:45:25.000,Variant 12,12
2287,8,2011/05/18 18:25:06.000,Variant 12,12
2287,9,2011/05/19 20:25:04.000,Variant 12,12
2287,6,2011/05/23 16:24:29.000,Variant 12,12
2289,1,2010/12/20 17:34:57.000,Variant 1,1
2289,8,2010/12/28 02:00:14.000,Variant 1,1
2289,6,2011/01/20 19:46:32.000,Variant 1,1
2291,1,2011/01/13 01:35:03.000,Variant 1,1
2291,8,2011/01/14 20:26:55.000,Variant 1,1
2291,6,2011/01/14 20:27:11.000,Variant 1,1
2293,1,2012/06/12 22:16:44.000,Variant 6,6
2293,8,2012/06/12 22:58:59.000,Variant 6,6
2293,6,2012/06/12 23:17:43.000,Variant 6,6
2293,6,2012/06/12 23:17:44.000,Variant 6,6
2294,1,2011/06/29 20:30:31.000,Variant 2,2
2294,8,2011/07/04 23:01:57.000,Variant 2,2
2294,9,2011/07/14 17:53:46.000,Variant 2,2
2294,6,2011/07/21 15:06:02.000,Variant 2,2
2295,1,2011/02/22 18:20:32.000,Variant 22,22
2295,8,2011/02/22 18:20:43.000,Variant 22,22
2295,9,2011/02/22 18:40:16.000,Variant 22,22
2295,8,2011/03/02 01:18:44.000,Variant 22,22
2295,9,2011/03/03 18:15:27.000,Variant 22,22
2295,8,2011/03/11 19:35:13.000,Variant 22,22
2295,6,2011/03/11 19:35:24.000,Variant 22,22
2303,1,2012/02/01 20:36:49.000,Variant 1,1
2303,8,2012/02/08 23:22:58.000,Variant 1,1
2303,6,2012/02/09 02:02:55.000,Variant 1,1
2304,1,2011/11/15 23:16:32.000,Variant 12,12
2304,8,2011/11/17 01:08:35.000,Variant 12,12
2304,9,2011/11/17 23:49:05.000,Variant 12,12
2304,8,2011/11/25 19:57:44.000,Variant 12,12
2304,9,2011/12/02 17:19:53.000,Variant 12,12
2304,6,2011/12/19 17:22:52.000,Variant 12,12
2305,1,2011/03/31 22:11:12.000,Variant 1,1
2305,8,2011/03/31 22:11:23.000,Variant 1,1
2305,6,2011/03/31 23:50:54.000,Variant 1,1
2306,1,2011/10/13 22:10:50.000,Variant 2,2
2306,8,2011/10/14 20:43:24.000,Variant 2,2
2306,9,2011/10/19 16:21:57.000,Variant 2,2
2306,6,2011/11/07 23:11:23.000,Variant 2,2
2311,1,2011/02/16 22:36:14.000,Variant 3,3
2311,8,2011/02/16 22:36:37.000,Variant 3,3
2311,9,2011/02/22 01:12:12.000,Variant 3,3
2311,8,2011/02/22 20:26:45.000,Variant 3,3
2311,6,2011/02/22 20:47:55.000,Variant 3,3
2312,1,2011/03/24 00:46:29.000,Variant 1,1
2312,8,2011/03/24 00:51:12.000,Variant 1,1
2312,6,2011/03/29 18:09:33.000,Variant 1,1
2313,1,2012/06/12 22:09:03.000,Variant 1,1
2313,8,2012/06/14 20:49:19.000,Variant 1,1
2313,6,2012/06/14 20:49:44.000,Variant 1,1
2314,1,2011/01/04 01:04:29.000,Variant 1,1
2314,8,2011/01/04 19:45:30.000,Variant 1,1
2314,6,2011/01/04 19:46:28.000,Variant 1,1
2316,1,2011/07/05 17:10:36.000,Variant 5,5
2316,1,2011/07/05 18:03:00.000,Variant 5,5
2316,8,2011/07/06 18:55:31.000,Variant 5,5
2316,6,2011/07/06 18:55:57.000,Variant 5,5
2317,1,2012/02/22 18:16:18.000,Variant 1,1
2317,8,2012/02/24 00:08:03.000,Variant 1,1
2317,6,2012/02/27 19:58:50.000,Variant 1,1
2318,1,2012/06/18 20:37:57.000,Variant 39,39
2318,8,2012/06/20 15:10:58.000,Variant 39,39
2318,9,2012/06/25 20:56:24.000,Variant 39,39
2318,9,2012/07/03 21:54:41.000,Variant 39,39
2318,9,2012/07/03 21:54:42.000,Variant 39,39
2318,6,2012/07/03 22:03:04.000,Variant 39,39
2323,1,2012/02/07 01:00:58.000,Variant 1,1
2323,8,2012/02/07 01:01:09.000,Variant 1,1
2323,6,2012/02/07 01:42:18.000,Variant 1,1
2324,1,2011/09/19 15:11:11.000,Variant 1,1
2324,8,2011/09/28 18:05:33.000,Variant 1,1
2324,6,2011/10/07 17:48:29.000,Variant 1,1
2326,1,2012/03/28 23:37:11.000,Variant 2,2
2326,8,2012/03/28 23:40:35.000,Variant 2,2
2326,9,2012/04/03 18:54:57.000,Variant 2,2
2326,6,2012/04/19 15:46:35.000,Variant 2,2
2327,1,2011/10/04 20:30:28.000,Variant 10,10
2327,8,2011/10/04 23:57:06.000,Variant 10,10
2327,8,2011/10/07 23:55:55.000,Variant 10,10
2327,6,2011/10/12 16:29:47.000,Variant 10,10
2331,1,2011/01/10 22:32:55.000,Variant 11,11
2331,1,2011/01/11 00:15:39.000,Variant 11,11
2331,8,2011/01/11 00:15:46.000,Variant 11,11
2331,9,2011/01/11 01:26:55.000,Variant 11,11
2331,8,2011/01/11 17:14:04.000,Variant 11,11
2331,6,2011/01/11 17:14:17.000,Variant 11,11
2332,1,2011/04/06 23:38:51.000,Variant 1,1
2332,8,2011/04/06 23:39:03.000,Variant 1,1
2332,6,2011/04/15 15:55:46.000,Variant 1,1
2333,1,2011/06/14 15:10:03.000,Variant 24,24
2333,8,2011/06/14 15:10:16.000,Variant 24,24
2333,8,2011/06/15 16:50:56.000,Variant 24,24
2333,8,2011/06/17 20:32:55.000,Variant 24,24
2333,6,2011/06/17 20:33:02.000,Variant 24,24
2334,1,2011/09/12 16:31:36.000,Variant 1,1
2334,8,2011/09/26 21:14:23.000,Variant 1,1
2334,6,2011/10/06 16:15:56.000,Variant 1,1
2337,1,2011/01/17 20:16:15.000,Variant 11,11
2337,1,2011/01/27 17:35:28.000,Variant 11,11
2337,8,2011/01/27 17:35:33.000,Variant 11,11
2337,9,2011/01/27 23:29:14.000,Variant 11,11
2337,8,2011/02/04 20:48:40.000,Variant 11,11
2337,6,2011/02/04 20:48:48.000,Variant 11,11
2341,1,2011/06/07 22:56:36.000,Variant 80,80
2341,8,2011/06/07 22:57:07.000,Variant 80,80
2341,9,2011/06/09 20:56:08.000,Variant 80,80
2341,9,2011/06/10 20:30:45.000,Variant 80,80
2341,9,2011/06/17 23:02:13.000,Variant 80,80
2341,8,2011/07/07 17:18:24.000,Variant 80,80
2341,6,2011/07/07 17:19:00.000,Variant 80,80
2343,1,2011/08/01 15:58:51.000,Variant 1,1
2343,8,2011/08/01 15:59:07.000,Variant 1,1
2343,6,2011/08/01 16:07:08.000,Variant 1,1
2344,1,2012/03/05 19:08:35.000,Variant 1,1
2344,8,2012/03/05 22:31:38.000,Variant 1,1
2344,6,2012/03/06 00:33:16.000,Variant 1,1
2345,1,2011/07/27 23:46:01.000,Variant 27,27
2345,1,2011/08/10 20:43:32.000,Variant 27,27
2345,1,2011/08/10 20:43:33.000,Variant 27,27
2345,8,2011/08/12 23:53:41.000,Variant 27,27
2345,9,2011/08/16 15:48:46.000,Variant 27,27
2345,6,2011/08/18 16:44:10.000,Variant 27,27
2350,1,2012/02/03 17:24:42.000,Variant 8,8
2350,8,2012/02/08 00:22:09.000,Variant 8,8
2350,6,2012/02/08 00:28:54.000,Variant 8,8
2350,8,2012/02/08 17:10:19.000,Variant 8,8
2350,6,2012/02/20 19:40:00.000,Variant 8,8
2351,1,2011/07/25 21:48:43.000,Variant 4,4
2351,6,2011/07/25 23:44:40.000,Variant 4,4
2352,1,2011/04/05 00:02:15.000,Variant 1,1
2352,8,2011/04/08 23:45:12.000,Variant 1,1
2352,6,2011/04/18 18:59:38.000,Variant 1,1
2353,1,2011/10/25 15:55:45.000,Variant 1,1
2353,8,2011/10/25 15:56:33.000,Variant 1,1
2353,6,2011/10/25 16:58:01.000,Variant 1,1
2354,1,2011/02/02 00:57:39.000,Variant 5,5
2354,1,2011/02/16 01:53:07.000,Variant 5,5
2354,8,2011/02/16 01:53:12.000,Variant 5,5
2354,6,2011/02/21 23:55:59.000,Variant 5,5
2355,1,2011/01/21 20:48:01.000,Variant 1,1
2355,8,2011/01/26 17:30:24.000,Variant 1,1
2355,6,2011/02/16 19:30:36.000,Variant 1,1
2357,1,2012/03/15 00:47:10.000,Variant 4,4
2357,6,2012/03/15 01:36:06.000,Variant 4,4
2358,1,2012/02/24 22:54:58.000,Variant 1,1
2358,8,2012/03/09 20:56:52.000,Variant 1,1
2358,6,2012/03/09 23:49:40.000,Variant 1,1
2360,1,2011/06/27 22:49:46.000,Variant 5,5
2360,1,2011/06/27 22:50:04.000,Variant 5,5
2360,8,2011/07/01 17:22:31.000,Variant 5,5
2360,6,2011/07/14 18:17:03.000,Variant 5,5
2361,1,2011/03/08 22:02:09.000,Variant 3,3
2361,8,2011/03/08 22:02:58.000,Variant 3,3
2361,9,2011/03/08 22:38:18.000,Variant 3,3
2361,8,2011/03/09 19:04:28.000,Variant 3,3
2361,6,2011/03/10 18:53:24.000,Variant 3,3
2363,1,2011/11/18 22:23:27.000,Variant 1,1
2363,8,2011/11/18 22:39:54.000,Variant 1,1
2363,6,2011/11/18 22:55:04.000,Variant 1,1
2364,1,2011/06/15 15:38:09.000,Variant 1,1
2364,8,2011/06/15 15:38:38.000,Variant 1,1
2364,6,2011/06/15 21:30:15.000,Variant 1,1
2365,1,2012/02/27 17:20:34.000,Variant 1,1
2365,8,2012/02/27 17:20:52.000,Variant 1,1
2365,6,2012/02/29 20:15:00.000,Variant 1,1
2366,1,2012/05/28 20:28:05.000,Variant 2,2
2366,8,2012/05/29 15:03:19.000,Variant 2,2
2366,9,2012/06/12 16:32:52.000,Variant 2,2
2366,6,2012/06/20 16:33:55.000,Variant 2,2
2371,1,2011/11/10 18:08:51.000,Variant 1,1
2371,8,2011/11/10 18:09:07.000,Variant 1,1
2371,6,2011/11/10 19:28:34.000,Variant 1,1
2372,1,2011/11/29 18:07:41.000,Variant 1,1
2372,8,2011/11/29 18:16:39.000,Variant 1,1
2372,6,2011/11/30 20:44:13.000,Variant 1,1
2373,1,2011/02/14 20:31:16.000,Variant 11,11
2373,1,2011/02/14 20:33:58.000,Variant 11,11
2373,8,2011/02/14 20:37:05.000,Variant 11,11
2373,9,2011/02/14 22:48:17.000,Variant 11,11
2373,8,2011/02/16 01:41:19.000,Variant 11,11
2373,6,2011/02/16 01:41:26.000,Variant 11,11
2376,1,2011/05/06 17:31:55.000,Variant 1,1
2376,8,2011/05/17 23:35:34.000,Variant 1,1
2376,6,2011/05/20 15:09:17.000,Variant 1,1
2378,1,2011/10/14 15:55:38.000,Variant 1,1
2378,8,2011/10/20 21:45:44.000,Variant 1,1
2378,6,2011/11/02 17:25:55.000,Variant 1,1
2379,1,2011/04/14 17:22:00.000,Variant 3,3
2379,8,2011/04/14 17:22:25.000,Variant 3,3
2379,9,2011/04/15 16:26:25.000,Variant 3,3
2379,8,2011/04/15 20:57:32.000,Variant 3,3
2379,6,2011/04/15 20:57:42.000,Variant 3,3
2382,1,2012/02/10 01:39:09.000,Variant 26,26
2382,8,2012/02/10 01:39:28.000,Variant 26,26
2382,2,2012/02/14 21:01:09.000,Variant 26,26
2382,6,2012/03/06 19:38:40.000,Variant 26,26
2384,1,2011/02/22 01:15:51.000,Variant 81,81
2384,8,2011/02/22 01:44:18.000,Variant 81,81
2384,6,2011/02/23 21:02:02.000,Variant 81,81
2384,8,2011/02/24 22:09:25.000,Variant 81,81
2384,6,2011/02/24 22:12:17.000,Variant 81,81
2384,8,2011/02/24 22:21:24.000,Variant 81,81
2384,9,2011/02/25 22:47:21.000,Variant 81,81
2384,8,2011/03/18 23:46:20.000,Variant 81,81
2384,6,2011/03/18 23:46:26.000,Variant 81,81
2385,1,2011/01/18 23:22:33.000,Variant 1,1
2385,8,2011/01/20 20:20:17.000,Variant 1,1
2385,6,2011/01/20 20:21:12.000,Variant 1,1
2392,1,2010/12/20 22:55:14.000,Variant 1,1
2392,8,2011/01/11 19:52:17.000,Variant 1,1
2392,6,2011/01/12 00:10:27.000,Variant 1,1
2393,1,2011/02/02 22:36:09.000,Variant 1,1
2393,8,2011/02/02 23:34:25.000,Variant 1,1
2393,6,2011/02/02 23:34:35.000,Variant 1,1
2394,1,2012/01/20 01:15:37.000,Variant 1,1
2394,8,2012/01/20 02:04:27.000,Variant 1,1
2394,6,2012/02/11 02:17:38.000,Variant 1,1
2396,1,2011/08/22 20:17:17.000,Variant 1,1
2396,8,2011/08/22 20:17:44.000,Variant 1,1
2396,6,2011/08/24 23:56:26.000,Variant 1,1
2397,1,2012/02/20 18:28:55.000,Variant 1,1
2397,8,2012/02/20 18:29:03.000,Variant 1,1
2397,6,2012/02/20 20:45:35.000,Variant 1,1
2400,8,2011/12/13 20:57:57.000,Variant 17,17
2400,9,2011/12/14 17:31:34.000,Variant 17,17
2400,6,2011/12/14 20:20:59.000,Variant 17,17
2401,1,2011/08/02 21:56:04.000,Variant 1,1
2401,8,2011/08/02 21:56:15.000,Variant 1,1
2401,6,2011/08/04 00:03:15.000,Variant 1,1
2402,1,2011/06/22 17:50:36.000,Variant 5,5
2402,1,2011/06/22 17:50:54.000,Variant 5,5
2402,8,2011/06/24 23:54:04.000,Variant 5,5
2402,6,2011/06/25 00:06:50.000,Variant 5,5
2404,8,2011/11/03 20:42:56.000,Variant 9,9
2404,6,2011/11/03 22:57:12.000,Variant 9,9
2406,1,2011/09/19 17:38:34.000,Variant 4,4
2406,6,2011/09/19 22:00:25.000,Variant 4,4
2407,1,2011/07/20 23:06:23.000,Variant 30,30
2407,8,2011/07/25 18:37:17.000,Variant 30,30
2407,9,2011/07/25 20:43:07.000,Variant 30,30
2407,6,2011/08/05 21:35:14.000,Variant 30,30
2407,8,2011/08/16 17:07:14.000,Variant 30,30
2407,9,2011/08/18 15:44:21.000,Variant 30,30
2407,6,2011/08/26 22:20:33.000,Variant 30,30
2409,1,2012/03/20 00:20:19.000,Variant 7,7
2409,6,2012/03/20 00:53:17.000,Variant 7,7
2409,6,2012/03/20 00:53:18.000,Variant 7,7
2414,1,2011/02/10 18:57:57.000,Variant 3,3
2414,8,2011/02/10 18:58:28.000,Variant 3,3
2414,9,2011/02/11 01:58:57.000,Variant 3,3
2414,8,2011/02/11 18:11:59.000,Variant 3,3
2414,6,2011/02/11 18:12:07.000,Variant 3,3
2416,1,2012/03/27 15:41:46.000,Variant 1,1
2416,8,2012/03/27 15:42:00.000,Variant 1,1
2416,6,2012/03/27 15:44:37.000,Variant 1,1
2420,1,2011/09/29 16:48:35.000,Variant 1,1
2420,8,2011/10/11 17:24:28.000,Variant 1,1
2420,6,2011/10/11 18:35:44.000,Variant 1,1
2421,1,2012/04/11 20:30:26.000,Variant 1,1
2421,8,2012/04/11 20:30:34.000,Variant 1,1
2421,6,2012/04/11 20:47:32.000,Variant 1,1
2424,1,2011/02/08 22:27:37.000,Variant 82,82
2424,8,2011/02/08 22:28:44.000,Variant 82,82
2424,7,2011/02/08 23:06:04.000,Variant 82,82
2424,6,2011/02/18 19:14:54.000,Variant 82,82
2425,1,2011/02/17 23:12:40.000,Variant 8,8
2425,8,2011/02/17 23:13:06.000,Variant 8,8
2425,6,2011/03/05 01:58:37.000,Variant 8,8
2425,8,2011/03/28 15:16:24.000,Variant 8,8
2425,6,2011/03/28 22:27:54.000,Variant 8,8
2426,1,2011/12/01 23:53:47.000,Variant 2,2
2426,8,2011/12/03 01:29:07.000,Variant 2,2
2426,9,2011/12/13 18:50:00.000,Variant 2,2
2426,6,2011/12/22 22:36:37.000,Variant 2,2
2427,1,2011/09/27 20:27:13.000,Variant 1,1
2427,8,2011/09/30 22:10:24.000,Variant 1,1
2427,6,2011/10/07 17:05:58.000,Variant 1,1
2429,1,2012/02/10 18:55:04.000,Variant 25,25
2429,8,2012/02/10 23:18:02.000,Variant 25,25
2429,9,2012/02/13 19:11:51.000,Variant 25,25
2429,6,2012/02/16 18:27:08.000,Variant 25,25
2429,6,2012/02/16 18:27:16.000,Variant 25,25
2430,1,2011/09/05 15:01:56.000,Variant 1,1
2430,8,2011/09/09 17:01:06.000,Variant 1,1
2430,6,2011/09/30 16:00:18.000,Variant 1,1
2433,1,2011/11/16 20:22:44.000,Variant 4,4
2433,6,2011/11/16 20:24:12.000,Variant 4,4
2434,1,2011/10/06 22:37:06.000,Variant 1,1
2434,8,2011/10/06 22:46:24.000,Variant 1,1
2434,6,2011/10/14 23:46:18.000,Variant 1,1
2435,1,2011/01/12 22:30:57.000,Variant 3,3
2435,8,2011/01/12 22:53:15.000,Variant 3,3
2435,9,2011/01/12 22:53:42.000,Variant 3,3
2435,8,2011/01/21 17:28:56.000,Variant 3,3
2435,6,2011/01/21 17:29:04.000,Variant 3,3
2442,1,2011/06/14 20:59:43.000,Variant 3,3
2442,8,2011/06/14 21:00:42.000,Variant 3,3
2442,9,2011/06/22 21:24:54.000,Variant 3,3
2442,8,2011/07/05 20:30:17.000,Variant 3,3
2442,6,2011/07/05 20:31:26.000,Variant 3,3
2449,1,2012/01/13 17:29:50.000,Variant 1,1
2449,8,2012/01/16 22:51:44.000,Variant 1,1
2449,6,2012/01/17 00:02:54.000,Variant 1,1
2450,1,2011/07/19 17:30:46.000,Variant 1,1
2450,8,2011/07/19 18:30:01.000,Variant 1,1
2450,6,2011/07/20 15:28:21.000,Variant 1,1
2454,1,2012/05/09 21:29:20.000,Variant 2,2
2454,8,2012/05/14 23:13:46.000,Variant 2,2
2454,9,2012/05/15 15:41:07.000,Variant 2,2
2454,6,2012/05/25 15:35:07.000,Variant 2,2
2456,1,2011/10/13 21:46:42.000,Variant 1,1
2456,8,2011/10/13 22:31:54.000,Variant 1,1
2456,6,2011/10/14 17:47:40.000,Variant 1,1
2459,1,2011/03/01 21:01:39.000,Variant 1,1
2459,8,2011/03/09 23:59:36.000,Variant 1,1
2459,6,2011/03/14 23:35:30.000,Variant 1,1
2461,1,2012/01/31 00:40:16.000,Variant 1,1
2461,8,2012/01/31 17:44:19.000,Variant 1,1
2461,6,2012/01/31 17:52:07.000,Variant 1,1
2462,1,2012/06/12 22:40:35.000,Variant 6,6
2462,8,2012/06/12 22:40:43.000,Variant 6,6
2462,6,2012/06/14 18:36:38.000,Variant 6,6
2462,6,2012/06/14 18:36:38.000,Variant 6,6
2463,1,2011/08/05 00:10:09.000,Variant 83,83
2463,8,2011/08/05 00:34:36.000,Variant 83,83
2463,6,2011/08/10 23:16:14.000,Variant 83,83
2463,9,2011/08/11 21:57:34.000,Variant 83,83
2463,6,2011/08/31 20:21:59.000,Variant 83,83
2468,1,2011/02/24 22:22:01.000,Variant 3,3
2468,8,2011/02/24 22:22:22.000,Variant 3,3
2468,9,2011/02/24 23:23:16.000,Variant 3,3
2468,8,2011/03/09 19:03:36.000,Variant 3,3
2468,6,2011/03/09 19:03:52.000,Variant 3,3
2469,1,2011/11/07 17:21:25.000,Variant 1,1
2469,8,2011/11/07 17:40:19.000,Variant 1,1
2469,6,2011/11/10 20:26:36.000,Variant 1,1
2470,1,2011/05/25 16:16:11.000,Variant 3,3
2470,8,2011/05/25 16:18:54.000,Variant 3,3
2470,9,2011/05/25 17:41:36.000,Variant 3,3
2470,8,2011/05/27 17:31:04.000,Variant 3,3
2470,6,2011/05/27 17:31:12.000,Variant 3,3
2471,1,2011/05/11 16:07:26.000,Variant 3,3
2471,8,2011/05/11 16:07:53.000,Variant 3,3
2471,9,2011/05/11 18:35:44.000,Variant 3,3
2471,8,2011/05/16 16:43:13.000,Variant 3,3
2471,6,2011/05/16 16:43:22.000,Variant 3,3
2472,1,2012/03/05 22:50:30.000,Variant 1,1
2472,8,2012/03/05 23:58:41.000,Variant 1,1
2472,6,2012/03/06 00:30:54.000,Variant 1,1
2477,1,2012/01/11 20:46:46.000,Variant 1,1
2477,8,2012/01/16 22:31:58.000,Variant 1,1
2477,6,2012/01/18 20:32:18.000,Variant 1,1
2478,1,2011/11/29 22:30:12.000,Variant 1,1
2478,8,2011/11/29 22:30:31.000,Variant 1,1
2478,6,2011/11/29 23:50:43.000,Variant 1,1
2479,1,2012/06/25 17:13:24.000,Variant 4,4
2479,6,2012/06/25 17:36:27.000,Variant 4,4
2480,1,2011/02/23 02:18:48.000,Variant 1,1
2480,8,2011/02/24 22:58:23.000,Variant 1,1
2480,6,2011/02/24 22:58:30.000,Variant 1,1
